cluster_id,num_reviewers,products_reviewed,total_reviews,avg_rating,five_star_pct
1,31,25,403,4.5334987593052105,66.50124069478908
0,27,22,376,4.61436170212766,69.9468085106383
2,24,25,294,4.540816326530612,64.96598639455783
